Name,CustomerID,Age,Marital Status,Gender,Ethnicity,Education
Amory,1131-ALZWVA,58,Unmarried,Female,Caucasian,Elementary
Marin Trenton,1131-ALZWVC,34,Married,Male,Caucasian,High School
Veona,1131-ALZWVCH,60,Unmarried,Female,African American,Senior High School
Mariel,1131-ALZWVH,57,Married,Male,Caucasian,Senior Secondary
Fern,1131-ALZWVW,81,Unmarried,Female,African American,Elementary
Illa,1131-ALZWVX,79,Unmarried,Male,Caucasian,Senior Secondary
Elly,1131-ALZWVZ,42,Unmarried,Male,Caucasian,Secondary
Curt Morita,1131-QQZEB,77,Married,Female,Caucasian,Bachelor
Amos,1131-QQZEBA,37,Unmarried,Female,Caucasian,Elementary
Madeline Trevor,1131-QQZEBC,45,Unmarried,Female,African American,Bachelor
Verbie,1131-QQZEBCH,54,Married,Female,Asian,Senior Secondary
Mariele,1131-QQZEBH,63,Unmarried,Male,Asian,Master
Garret,1131-QQZEBW,56,Unmarried,Female,Caucasian,Senior Secondary
Magdalena,1131-QQZEBX,41,Married,Male,Asian,Secondary
Ellyn,1131-QQZEBZ,35,Unmarried,Male,African American,Senior Secondary
Tisha Soderquist,1131-SUEKT,39,Married,Male,African American,High School
Anatol,1131-SUEKTA,53,Unmarried,Female,Asian,Senior High School
Sharonda Trey,1131-SUEKTC,45,Married,Female,Caucasian,Senior Secondary
Vernis,1131-SUEKTCH,69,Unmarried,Female,African American,Senior Secondary
Marielle,1131-SUEKTH,56,Married,Male,Caucasian,Bachelor
Geneva,1131-SUEKTW,81,Married,Female,Asian,Doctorate
Sol,1131-SUEKTX,25,Unmarried,Female,Caucasian,Doctorate
Ellynn,1131-SUEKTZ,83,Unmarried,Female,Caucasian,Bachelor
Colby Primus,1133-KXCGE,25,Unmarried,Female,African American,Master
Anatole,1133-KXCGEA,84,Married,Male,Caucasian,Bachelor
Fausto Tricia,1133-KXCGEC,77,Unmarried,Female,African American,Senior Secondary
Veryl,1133-KXCGECH,69,Unmarried,Male,African American,Secondary
Mariellen,1133-KXCGEH,70,Married,Female,Caucasian,Master
Glennis,1133-KXCGEW,39,Married,Female,Caucasian,Senior Secondary
Angelyn,1133-KXCGEX,70,Unmarried,Female,Caucasian,Senior Secondary
Elmira,1133-KXCGEZ,75,Unmarried,Female,Caucasian,Senior Secondary
Jeromy Archibald,1134-YWTYF,50,Married,Male,African American,Bachelor
Anatollo,1134-YWTYFA,59,Unmarried,Female,Caucasian,Doctorate
Melodi Trina,1134-YWTYFC,34,Married,Female,Asian,Senior Secondary
Vincie,1134-YWTYFCH,52,Unmarried,Male,Caucasian,Secondary
Marietta,1134-YWTYFH,46,Married,Female,Asian,Elementary
Handy,1134-YWTYFW,36,Seperated,Male,Caucasian,Bachelor
Lorie,1134-YWTYFX,66,Married,Female,African American,Senior Secondary
Elna,1134-YWTYFZ,54,Unmarried,Female,Caucasian,Bachelor
Bruno Densmore,1135-HIORI,50,Unmarried,Female,African American,High School
Anatoly,1135-HIORIA,25,Married,Male,Caucasian,Master
Jaquelyn Trinity,1135-HIORIC,86,Married,Male,African American,Bachelor
Viney,1135-HIORICH,30,Married,Female,African American,Doctorate
Mariette,1135-HIORIH,79,Married,Female,African American,Master
Hardie,1135-HIORIW,70,Unmarried,Female,Caucasian,Master
Darlena,1135-HIORIX,45,Unmarried,Male,African American,Elementary
Elnora,1135-HIORIZ,32,Married,Female,Caucasian,Doctorate
Kristyn Weinstock,1135-LMECX,84,Married,Male,Caucasian,Senior Secondary
Anders,1135-LMECXA,41,Unmarried,Male,Asian,Senior High School
Ivelisse Trisha,1135-LMECXC,64,Married,Female,Caucasian,Bachelor
Vonceil,1135-LMECXCH,61,Unmarried,Male,Caucasian,Bachelor
Marigold,1135-LMECXH,36,Unmarried,Female,Asian,Senior Secondary
Harl,1135-LMECXW,43,Unmarried,Female,Asian,Master
Ivory,1135-LMECXX,30,Unmarried,Male,Caucasian,Bachelor
Elnore,1135-LMECXZ,47,Unmarried,Female,African American,Senior High School
Nana Farner,1136-XGEQU,49,Married,Male,Caucasian,Bachelor
Andie,1136-XGEQUA,66,Married,Male,Caucasian,Bachelor
Patrina Tristan,1136-XGEQUC,51,Unmarried,Female,Caucasian,Bachelor
Wallace,1136-XGEQUCH,57,Married,Female,Caucasian,Master
Marijo,1136-XGEQUH,31,Married,Female,Caucasian,Bachelor
Haynes,1136-XGEQUW,66,Married,Male,Asian,Bachelor
Keva,1136-XGEQUX,36,Married,Male,Asian,Master
Eloisa,1136-XGEQUZ,75,Married,Female,Asian,Senior High School
Boyd Brasfield,1137-DGOWI,71,Married,Male,Caucasian,Bachelor
Andonis,1137-DGOWIA,71,Married,Male,Asian,Senior Secondary
Mi Troy,1137-DGOWIC,45,Married,Male,African American,Doctorate
Zara,1137-DGOWICH,47,Married,Male,African American,Master
Marika,1137-DGOWIH,56,Married,Male,Caucasian,Doctorate
Hershal,1137-DGOWIW,40,Married,Male,Caucasian,Elementary
Krystin,1137-DGOWIX,48,Married,Male,African American,Master
Eloise,1137-DGOWIZ,44,Unmarried,Female,African American,Master
Marci Barberio,1139-WUOAH,67,Unmarried,Female,African American,Elementary
Andre,1139-WUOAHA,72,Married,Male,Caucasian,Master
Jere Tucker,1139-WUOAHC,40,Unmarried,Male,Caucasian,Bachelor
Zelna,1139-WUOAHCH,40,Married,Female,Asian,Bachelor
Marilee,1139-WUOAHH,83,Married,Male,Caucasian,Doctorate
Holmes,1139-WUOAHW,28,Married,Female,Asian,Elementary
Margarito,1139-WUOAHX,70,Unmarried,Female,Caucasian,Master
Elonore,1139-WUOAHZ,50,Unmarried,Female,Caucasian,Bachelor
Angelica Gonzalas,1140-UKVZG,50,Unmarried,Female,African American,Bachelor
Andrea,1140-UKVZGA,53,Unmarried,Female,Caucasian,Elementary
Frank Ty,1140-UKVZGC,59,Married,Female,Asian,Master
Zilphia,1140-UKVZGCH,25,Unmarried,Female,Asian,Master
Marilin,1140-UKVZGH,35,Unmarried,Female,Caucasian,Bachelor
Ivor,1140-UKVZGW,59,Unmarried,Female,Caucasian,Senior High School
Alanna,1140-UKVZGX,49,Unmarried,Female,Asian,Elementary
Elora,1140-UKVZGZ,33,Married,Male,Asian,Master
Deeanna Abdalla,1142-IHLOO,66,Unmarried,Male,Caucasian,Master
Andreas,1142-IHLOOA,80,Married,Male,Caucasian,Master
Sarita Tyler,1142-IHLOOC,45,Unmarried,Male,Caucasian,Elementary
Aino,1142-IHLOOCH,62,Married,Male,Caucasian,Elementary
Marillin,1142-IHLOOH,48,Married,Female,African American,Bachelor
Jenny,1142-IHLOOW,81,Unmarried,Male,Asian,Senior Secondary
Alayna,1142-IHLOOX,45,Married,Female,African American,Doctorate
Elsa,1142-IHLOOZ,84,Married,Female,Caucasian,High School
Lee Biederman,1142-WACZW,69,Married,Male,African American,Bachelor
Andrej,1142-WACZWA,41,Unmarried,Male,Caucasian,Senior Secondary
Sylvia Tyrone,1142-WACZWC,68,Married,Female,Asian,Master
Alita,1142-WACZWCH,32,Married,Female,Asian,Master
Marilyn,1142-WACZWH,66,Unmarried,Female,Asian,Master
Jerrel,1142-WACZWW,55,Unmarried,Male,Asian,Doctorate
Deeann,1142-WACZWX,84,Married,Female,Asian,Doctorate
Elsbeth,1142-WACZWZ,50,Married,Male,Caucasian,Bachelor
Buena Beckmann,1143-NMNQJ,36,Married,Male,African American,Senior Secondary
Andres,1143-NMNQJA,46,Married,Female,Caucasian,Secondary
Vonda Tyson,1143-NMNQJC,39,Married,Female,Caucasian,Doctorate
Altie,1143-NMNQJCH,53,Unmarried,Female,African American,Senior Secondary
Marin,1143-NMNQJH,42,Married,Female,African American,Bachelor
Julien,1143-NMNQJW,25,Unmarried,Male,Asian,Secondary
Guy,1143-NMNQJX,70,Unmarried,Male,Asian,Bachelor
Else,1143-NMNQJZ,59,Unmarried,Male,Asian,Senior Secondary
Laticia Alameda,1150-FTQGN,45,Married,Female,Caucasian,Senior High School
Andrew,1150-FTQGNA,48,Unmarried,Male,Caucasian,Elementary
Denyse Valentina,1150-FTQGNC,47,Unmarried,Female,Caucasian,Master
Alvilda,1150-FTQGNCH,35,Married,Male,Caucasian,Senior High School
Marina,1150-FTQGNH,37,Unmarried,Female,African American,High School
Justus,1150-FTQGNW,84,Unmarried,Female,Caucasian,Bachelor
Ming,1150-FTQGNX,86,Unmarried,Male,Caucasian,Master
Elsey,1150-FTQGNZ,50,Married,Male,Caucasian,Bachelor
Gillian Schimke,1150-WFARN,68,Unmarried,Male,Caucasian,Master
Andrey,1150-WFARNA,56,Married,Female,African American,Senior Secondary
Leonel Valeria,1150-WFARNC,43,Married,Male,African American,Doctorate
Alyene,1150-WFARNCH,73,Married,Male,Caucasian,Senior Secondary
Marinna,1150-WFARNH,68,Married,Male,Asian,Master
Katherine,1150-WFARNW,65,Married,Female,African American,Master
Mickey,1150-WFARNX,34,Unmarried,Female,Caucasian,Senior High School
Elsi,1150-WFARNZ,25,Married,Male,Asian,Elementary
Valery Albertini,1153-GNOLC,42,Married,Male,African American,Secondary
Andri,1153-GNOLCA,85,Married,Male,Asian,Elementary
Claude Valerie,1153-GNOLCC,57,Unmarried,Female,Caucasian,Master
Anetta,1153-GNOLCCH,75,Unmarried,Male,Caucasian,Master
Marion,1153-GNOLCH,37,Unmarried,Male,Caucasian,Senior Secondary
Katsumi,1153-GNOLCW,56,Married,Male,Asian,Senior High School
Mellissa,1153-GNOLCX,50,Married,Female,Asian,Doctorate
Elsie,1153-GNOLCZ,46,Married,Male,African American,Doctorate
Sherrill Clyburn,1154-HYWWO,76,Unmarried,Female,African American,Master
Andros,1154-HYWWOA,68,Unmarried,Male,African American,Senior Secondary
Johnsie Vanessa,1154-HYWWOC,36,Married,Female,Asian,Senior Secondary
Angelene,1154-HYWWOCH,83,Unmarried,Female,Caucasian,Bachelor
Mariquilla,1154-HYWWOH,50,Unmarried,Male,Caucasian,Elementary
Kaye,1154-HYWWOW,31,Unmarried,Male,Caucasian,Secondary
Lesia,1154-HYWWOX,65,Married,Male,Caucasian,Bachelor
Elsinore,1154-HYWWOZ,61,Married,Female,Caucasian,Master
Tasha Rakow,1156-ZFYDO,82,Married,Male,African American,Senior Secondary
Andrus,1156-ZFYDOA,25,Married,Male,Caucasian,Senior Secondary
Faustino Velma,1156-ZFYDOC,52,Unmarried,Male,Caucasian,Bachelor
Angelo,1156-ZFYDOCH,61,Unmarried,Male,Caucasian,Bachelor
Maris,1156-ZFYDOH,57,Unmarried,Female,African American,Bachelor
Lamoyne,1156-ZFYDOW,51,Unmarried,Male,African American,Master
Pauletta,1156-ZFYDOX,64,Unmarried,Female,Caucasian,Secondary
Elspeth,1156-ZFYDOZ,63,Unmarried,Female,Caucasian,Master
Alecia Lintner,1157-BQCUW,48,Unmarried,Female,Asian,Bachelor
Andrzej,1157-BQCUWA,43,Unmarried,Female,Caucasian,Senior Secondary
Lavonna Vera,1157-BQCUWC,56,Unmarried,Male,Caucasian,Bachelor
Annarose,1157-BQCUWCH,32,Married,Female,Caucasian,Doctorate
Marisa,1157-BQCUWH,44,Married,Female,Caucasian,Bachelor
Lawerance,1157-BQCUWW,41,Married,Female,Caucasian,Master
Solomon,1157-BQCUWX,45,Married,Female,Caucasian,Doctorate
Elsy,1157-BQCUWZ,29,Unmarried,Female,Asian,Master
Jesenia Saylors,1159-WFSGR,77,Unmarried,Female,Asian,Master
Andy,1159-WFSGRA,73,Married,Male,African American,Doctorate
Latanya Verna,1159-WFSGRC,60,Unmarried,Female,African American,Master
Annastasia,1159-WFSGRCH,59,Unmarried,Female,Caucasian,Master
Mariska,1159-WFSGRH,63,Married,Male,Caucasian,Senior Secondary
Lea,1159-WFSGRW,33,Married,Female,African American,Master
Neville,1159-WFSGRX,59,Married,Male,African American,Bachelor
Elva,1159-WFSGRZ,51,Married,Male,Caucasian,Elementary
Latoria Weisman,1162-ECVII,25,Married,Male,African American,Elementary
Angel,1162-ECVIIA,41,Unmarried,Male,Caucasian,Bachelor
Liana Vernon,1162-ECVIIC,37,Unmarried,Male,Asian,Senior Secondary
Annett,1162-ECVIICH,37,Unmarried,Male,Asian,Senior Secondary
Marissa,1162-ECVIIH,46,Unmarried,Female,Caucasian,Bachelor
Lelon,1162-ECVIIW,85,Married,Female,African American,Secondary
Vera,1162-ECVIIX,59,Married,Male,Asian,Bachelor
Elvera,1162-ECVIIZ,40,Unmarried,Female,Caucasian,Elementary
Tarra Arnott,1163-ONYEY,25,Unmarried,Male,African American,Elementary
Angelico,1163-ONYEYA,41,Unmarried,Male,Caucasian,Bachelor
Chong Veronica,1163-ONYEYC,67,Married,Male,Caucasian,Master
Aquilla,1163-ONYEYCH,37,Unmarried,Male,Caucasian,Master
Marit,1163-ONYEYH,47,Unmarried,Male,Asian,Elementary
Lennie,1163-ONYEYW,50,Married,Female,Caucasian,Master
Lawerence,1163-ONYEYX,60,Married,Male,Caucasian,Elementary
Elvina,1163-ONYEYZ,76,Married,Male,Caucasian,Master
Saturnina Tipping,1163-VIPRI,40,Married,Female,Asian,Senior Secondary
Angelo,1163-VIPRIA,83,Unmarried,Female,Asian,Secondary
Stephan Vicki,1163-VIPRIC,56,Unmarried,Female,Asian,Bachelor
Arcola,1163-VIPRICH,74,Unmarried,Male,Caucasian,Senior Secondary
Marita,1163-VIPRIH,70,Unmarried,Male,African American,Senior High School
Lenton,1163-VIPRIW,76,Married,Female,Caucasian,Bachelor
Cedrick,1163-VIPRIX,36,Married,Female,African American,Doctorate
Elvira,1163-VIPRIZ,56,Married,Male,Caucasian,Senior Secondary
Traci Rodriques,1166-PQLGG,49,Married,Female,African American,Master
Angie,1166-PQLGGA,75,Unmarried,Female,African American,Bachelor
Judy Vickie,1166-PQLGGC,86,Unmarried,Female,Caucasian,Master
Arelia,1166-PQLGGCH,67,Unmarried,Male,Caucasian,Senior High School
Maritsa,1166-PQLGGH,30,Married,Female,Caucasian,Senior High School
Lillard,1166-PQLGGW,55,Unmarried,Female,African American,Senior High School
Melinda,1166-PQLGGX,70,Unmarried,Male,African American,Senior Secondary
Elwina,1166-PQLGGZ,40,Married,Male,Caucasian,Senior Secondary
Sandy Torrence,1167-OYZJF,39,Unmarried,Female,African American,Senior Secondary
Angus,1167-OYZJFA,55,Married,Female,Asian,Senior High School
Laquita Vicky,1167-OYZJFC,56,Unmarried,Female,African American,Bachelor
Arlyn,1167-OYZJFCH,51,Unmarried,Male,Caucasian,Bachelor
Mariya,1167-OYZJFH,46,Married,Female,Asian,Bachelor
Lindberg,1167-OYZJFW,84,Married,Female,Caucasian,Master
Alma,1167-OYZJFX,66,Married,Male,Asian,Master
Elwira,1167-OYZJFZ,65,Married,Male,Asian,Bachelor
Yetta Rouse,1169-SAOCL,76,Married,Female,Caucasian,Master
Ansel,1169-SAOCLA,73,Unmarried,Female,Asian,Master
Toshiko Victor,1169-SAOCLC,63,Married,Female,Caucasian,Doctorate
Arthelia,1169-SAOCLCH,54,Married,Male,Caucasian,Master
Marj,1169-SAOCLH,77,Unmarried,Female,Asian,Elementary
Linnie,1169-SAOCLW,33,Married,Male,Caucasian,Senior High School
Francis,1169-SAOCLX,58,Unmarried,Male,Caucasian,Secondary
Elyn,1169-SAOCLZ,41,Married,Female,Caucasian,Master
Veronique Hu,1169-WCVAK,66,Unmarried,Female,African American,Doctorate
Ansell,1169-WCVAKA,75,Unmarried,Male,African American,Elementary
Karole Victoria,1169-WCVAKC,41,Unmarried,Female,African American,Senior Secondary
Arthella,1169-WCVAKCH,51,Married,Male,Caucasian,Senior High School
Marja,1169-WCVAKH,60,Unmarried,Male,Asian,Doctorate
Loretta,1169-WCVAKW,81,Unmarried,Male,Caucasian,Bachelor
Minerva,1169-WCVAKX,66,Unmarried,Female,Caucasian,Bachelor
Elyse,1169-WCVAKZ,47,Unmarried,Female,Caucasian,Senior Secondary
Shavonda Lamantia,1170-SASML,71,Married,Male,African American,Bachelor
Anselm,1170-SASMLA,60,Unmarried,Female,Caucasian,Secondary
Blondell Vincent,1170-SASMLC,25,Married,Female,Caucasian,Elementary
Asako,1170-SASMLCH,72,Married,Female,Asian,Master
Marje,1170-SASMLH,63,Unmarried,Female,Caucasian,Master
Lorn,1170-SASMLW,27,Married,Male,Caucasian,Master
Nikki,1170-SASMLX,60,Married,Female,Asian,Bachelor
Elysee,1170-SASMLZ,55,Unmarried,Male,Asian,Master
Halley Mccool,1171-TYKUR,63,Married,Female,Caucasian,Bachelor
Anson,1171-TYKURA,64,Married,Male,Caucasian,Senior High School
Shelton Viola,1171-TYKURC,54,Married,Female,Caucasian,Bachelor
Asalee,1171-TYKURCH,40,Married,Male,Caucasian,Bachelor
Marji,1171-TYKURH,50,Married,Male,Caucasian,Master
Mansfield,1171-TYKURW,79,Unmarried,Male,Caucasian,Senior Secondary
Lore,1171-TYKURX,50,Unmarried,Male,African American,Bachelor
Elysha,1171-TYKURZ,86,Married,Male,African American,Senior Secondary
Lael Grantham,1172-VIYBP,68,Unmarried,Female,Caucasian,Elementary
Anthony,1172-VIYBPA,63,Unmarried,Male,Caucasian,Master
Adela Violet,1172-VIYBPC,65,Unmarried,Female,Caucasian,Senior Secondary
Auda,1172-VIYBPCH,85,Unmarried,Female,African American,Elementary
Marjie,1172-VIYBPH,51,Unmarried,Female,Asian,Bachelor
Marcello,1172-VIYBPW,76,Seperated,Female,Asian,Bachelor
Marlena,1172-VIYBPX,86,Married,Female,Asian,Senior Secondary
Elysia,1172-VIYBPZ,46,Married,Male,Asian,Master
Carmelita Imai,1173-NOEYG,45,Married,Male,African American,Master
Antin,1173-NOEYGA,60,Married,Female,African American,Master
Blossom Virgil,1173-NOEYGC,75,Unmarried,Male,Caucasian,Bachelor
Audelia,1173-NOEYGCH,78,Unmarried,Male,African American,Bachelor
Marjorie,1173-NOEYGH,77,Married,Female,Caucasian,Master
Marko,1173-NOEYGW,62,Married,Male,Caucasian,Bachelor
Darius,1173-NOEYGX,72,Married,Female,African American,Doctorate
Elyssa,1173-NOEYGZ,58,Unmarried,Female,Caucasian,Master
Kiara Alexis,1173-XZPYF,67,Unmarried,Female,African American,Master
Antoine,1173-XZPYFA,47,Married,Male,Caucasian,Master
Edwardo Virginia,1173-XZPYFC,30,Unmarried,Male,African American,Master
Averil,1173-XZPYFCH,58,Unmarried,Female,Asian,Bachelor
Marjory,1173-XZPYFH,66,Unmarried,Male,Caucasian,Senior Secondary
Masami,1173-XZPYFW,58,Unmarried,Female,African American,Elementary
Sade,1173-XZPYFX,41,Married,Male,Caucasian,Senior Secondary
Em,1173-XZPYFZ,50,Married,Male,African American,Bachelor
Corrine Chynoweth,1174-FGIFN,25,Married,Male,African American,Master
Anton,1174-FGIFNA,32,Unmarried,Female,Caucasian,Senior Secondary
Jefferson Vivian,1174-FGIFNC,57,Unmarried,Male,African American,Senior High School
Beadie,1174-FGIFNCH,70,Married,Male,Caucasian,Doctorate
Marjy,1174-FGIFNH,75,Married,Male,Caucasian,Doctorate
Matthews,1174-FGIFNW,61,Married,Female,Caucasian,Senior Secondary
Sybil,1174-FGIFNX,42,Unmarried,Female,Caucasian,Bachelor
Ema,1174-FGIFNZ,25,Unmarried,Male,Caucasian,Bachelor
Arden Krieger,1177-XZBJL,65,Married,Male,African American,Elementary
Antone,1177-XZBJLA,36,Unmarried,Male,African American,Senior Secondary
Cherry Wade,1177-XZBJLC,34,Married,Male,African American,Master
Beata,1177-XZBJLCH,44,Married,Female,Caucasian,High School
Marketa,1177-XZBJLH,50,Unmarried,Male,African American,Senior High School
Medford,1177-XZBJLW,32,Married,Male,African American,Secondary
Zoraida,1177-XZBJLX,25,Married,Male,Asian,Doctorate
Emalee,1177-XZBJLZ,39,Unmarried,Female,Asian,Elementary
Lizette Caines,1178-PZGAB,85,Unmarried,Male,Caucasian,Senior Secondary
Antoni,1178-PZGABA,68,Unmarried,Male,Caucasian,Master
Tiera Wallace,1178-PZGABC,66,Unmarried,Male,Caucasian,Bachelor
Beauty,1178-PZGABCH,72,Unmarried,Male,Asian,Bachelor
Marla,1178-PZGABH,84,Unmarried,Male,African American,Secondary
Melven,1178-PZGABW,35,Unmarried,Male,African American,Master
Raina,1178-PZGABX,43,Married,Female,Caucasian,Bachelor
Emalia,1178-PZGABZ,70,Unmarried,Female,Caucasian,Elementary
Paz Leisy,1179-INLAT,83,Unmarried,Male,Asian,Master
Antonin,1179-INLATA,86,Unmarried,Female,African American,Doctorate
Pasquale Walter,1179-INLATC,77,Married,Female,Asian,Elementary
Beckie,1179-INLATCH,65,Unmarried,Female,Caucasian,Senior Secondary
Marlane,1179-INLATH,41,Married,Male,Asian,Bachelor
Menno,1179-INLATW,68,Unmarried,Male,Caucasian,Senior Secondary
Elsa,1179-INLATX,35,Married,Female,African American,Master
Emanuela,1179-INLATZ,60,Unmarried,Male,Caucasian,Senior Secondary
Genia Watrous,1183-CANVH,86,Unmarried,Male,Caucasian,Master
Antonino,1183-CANVHA,71,Married,Male,Caucasian,Master
Shakira Wanda,1183-CANVHC,46,Married,Female,Asian,Senior Secondary
Belinda,1183-CANVHCH,65,Unmarried,Male,Asian,Master
Marleah,1183-CANVHH,71,Married,Female,Asian,Senior Secondary
Michele,1183-CANVHW,31,Married,Female,Caucasian,Master
Bernadine,1183-CANVHX,58,Unmarried,Male,Caucasian,Senior Secondary
Emelda,1183-CANVHZ,45,Married,Female,African American,Doctorate
Petrina Ver,1184-PJVDB,40,Married,Female,Asian,Master
Antonio,1184-PJVDBA,79,Unmarried,Female,African American,Senior High School
Tari Warren,1184-PJVDBC,45,Unmarried,Male,African American,Master
Bernis,1184-PJVDBCH,74,Married,Female,African American,Bachelor
Marlee,1184-PJVDBH,41,Married,Male,Caucasian,Doctorate
Migel,1184-PJVDBW,41,Unmarried,Male,Caucasian,Bachelor
Francie,1184-PJVDBX,42,Unmarried,Male,African American,Master
Emelia,1184-PJVDBZ,62,Unmarried,Male,Caucasian,Bachelor
Alan Scroggins,1187-WILMM,57,Married,Female,Asian,Doctorate
Antonius,1187-WILMMA,78,Married,Female,Caucasian,Doctorate
Cecelia Wayne,1187-WILMMC,70,Unmarried,Female,Asian,Doctorate
Bertice,1187-WILMMCH,57,Unmarried,Female,Asian,Elementary
Marleen,1187-WILMMH,33,Unmarried,Female,Caucasian,Senior Secondary
Mont,1187-WILMMW,78,Married,Male,Asian,Elementary
Mariana,1187-WILMMX,57,Married,Female,Asian,Senior High School
Emelina,1187-WILMMZ,70,Unmarried,Female,Caucasian,Master
Laurena Absher,1193-RTSLK,46,Unmarried,Female,Asian,Bachelor
Antony,1193-RTSLKA,38,Married,Male,African American,Master
Young Wendell,1193-RTSLKC,61,Married,Female,Asian,Senior Secondary
Bonnye,1193-RTSLKCH,63,Married,Female,Asian,Master
Marlena,1193-RTSLKH,76,Married,Female,Caucasian,Senior Secondary
Morrell,1193-RTSLKW,68,Unmarried,Female,Asian,Bachelor
Nakita,1193-RTSLKX,54,Unmarried,Female,Asian,Master
Emeline,1193-RTSLKZ,43,Unmarried,Male,Asian,Elementary
Geralyn Emmons,1194-BHJYC,79,Unmarried,Male,Caucasian,Bachelor
Anurag,1194-BHJYCA,43,Unmarried,Female,Caucasian,Bachelor
Rheba Wendy,1194-BHJYCC,64,Unmarried,Male,Caucasian,Senior High School
Bronnie,1194-BHJYCCH,57,Unmarried,Male,African American,Senior Secondary
Marlene,1194-BHJYCH,27,Married,Male,Asian,Bachelor
Nathanel,1194-BHJYCW,30,Unmarried,Female,Caucasian,Bachelor
Aletha,1194-BHJYCX,41,Married,Female,Asian,Senior Secondary
Emelita,1194-BHJYCZ,44,Married,Male,Asian,Bachelor
Yoko Montana,1194-HVAIF,73,Unmarried,Male,Caucasian,Bachelor
